,tokens,class
4845,"['ter', 'cabelo', 'curto', 'desgraça', 'sempre', 'tá', 'feia', 'gorda']",8.2-3.3.6
4846,"['ta', 'p', 'nascer', 'mulher', 'burra', 'q']",3.3
4847,"['rt', 'eitabarbzz', 'acho', 'mó', 'engraçado', 'galero', 'tenta', 'chamar', 'atenção', 'fznd', 'piadinha', 'burra', 'sobre', 'dia', 'mulher']",-1
4848,"['rt', 'cartolafc', 'deste', 'jogo', 'duvido', 'nada', 'angola', 'ganhava', '4x0', '80', 'minutos', 'angola', '4x4', 'mali', '10012010', 'httpstco']",-1
4849,"['camillasouzs', 'bicho', 'trabalhamos', 'refugiados', 'migrantes', 'nao', 'ri']",-1
4850,"['istevenoficial', 'obrigada', 'agorars']",-1
4851,"['vou', 'continuar', 'sendo', 'feia', 'gorda']",8.2-3.3.6
4852,"['antoniogeovani4', 'angola', 'wi']",-1
4853,"['refugiados', 'emigrantes', 'perspectiva', 'padre', 'vítor', 'melíciasdia', '9', '2100', 'h', 'escola', 'secundária', 'penichea', 'perder']",-1
4854,"['amo', 'chamar', 'atenção', 'pro', 'corpo', 'pra', 'mostrar', 'então', 'mostro', 'esbanjo', 'ob', 'httpstcohvfi8qorjz']",-1
4855,"['venero', 'toda', 'mulher', 'causa', 'nascimento', 'querida', 'gira', 'burra', 'tempo']",3.3
4856,"['rt', 'giocondabrasil', 'vou', 'cozinha', 'finalizar', 'jantar', 'marido', 'filhos', 'feliz', 'dia', 'mulheres', 'pra']",3.3
4857,"['rt', 'anapazbraulio', 'antoniogeovani4', 'angola', 'wi']",-1
4858,"['assim', 'angola', 'europa', 'xd', 'httpstcohxsefn3npu']",-1
4859,"['vdd', 'culpa', 'menino', '11', 'anos', 'otário', 'chamava', 'burragordafeia', 'todo', 'santo', 'dia', 'tava', 'quinta', 'série', '¯\\¯']",8.2-3.3.6
4860,"['homenagem', 'mulheres', 'simbolo', 'direita', 'mundo', 'melanie', 'trump', 'politica', 'belga', 'sobrinha', 'marina', 'le', 'pen', 'httpstcorcqi0kdt1p']",-1
4861,"['nunca', 'vou', 'conseguir', 'emagrecer', 'vou', 'sempre', 'gorda', 'feia', 'fracassada']",8.2-3.3.6
4862,"['diadasmulheres', 'leu', 'mulher', 'hoje', 'httpstcoaegkeoy8cp']",-1
4863,"['olha', 'cara', 'jairbolsonaro', 'qm', 'tá', 'ligando', 'cus', 'sujos', 'fazendo', 'httpstcoqtgf3jtlfv']",-1
4864,"['retweet', 'ganhar', 'seguidores', 'siga', 'retweetou', 'siga', 'volta', 'todos', 'angolaunida', 'httpstcoznsvmn3rrs']",-1
4865,"['nunca', 'senti', 'tão', 'gorda', 'tão', 'feia', 'tão', 'tão', 'mal']",8.2-3.3.6
4866,"['mulher', 'burra', 'nojo']",3.3
4867,"['rt', 'renzzi', 'mulher', 'burra', 'nojo']",3.3
4868,"['rt', 'midianinja', 'argentina', 'buenos', 'aires', 'agora', 'cresce', 'tá', 'lindo', 'niunamenos', 'parointernacionaldemujeres', '8m', 'vivasnosqueremos', 'foto']",-1
4869,"['cicibranco', 'uolnoticias', 'uol', 'burra', 'pq', 'concordo', 'vcs', 'pensei', 'q', 'mulher', 'livre', 'ah', 'éa', 'liberdade', 'acaba', 'discordam', 'd', 'vcs']",-1
4870,"['acabei', 'comemorar', 'dia', 'internacional', 'mulher', 'lavando', 'louça', 'diadamulher']",3.3
4871,"['rt', 'istevenoficial', 'mabolsonaria', 'linda', 'demaiscasa', 'cmg', '3']",-1
4872,"['sendo', 'azulina', 'bicolor', 'bonita', 'feia', 'magra', 'gorda', 'importa', 'vc', 'sempre', 'respeito', 'mulher', 'todo', 'nessa', 'vida']",-1
4873,"['estadao', 'unicornio']",-1
4874,"['pqmulher', 'q', 'discorda', 'feminismo', 'burra', 'liberdade', 'mulher', 'acaba', 'aí', 'manax', 'httpstcowcrmrx3yoo']",3.3
4875,"['rt', 'carlosbolsonaro', 'tentam', 'tudo', 'homofóbico', 'racista', 'misógino', 'xenófobo', 'colou', 'agora', 'nova', 'videogamefóbico']",-1
4876,"['rt', 'gabrielplnheiro', 'feliz', 'dia', 'internacional', 'mulher', 'margaret', 'thatcher', 'tanque', 'httpstco7l2vtejxrf']",-1
4877,"['nao', 'sei', 'porque', 'pessoas', 'assustam', 'descobrem', 'recebo', 'refugiados', 'casa', 'acharam', 'ativista', 'internet']",-1
4878,"['prylliimaa', 'querida', 'vc', 'burra', 'falar', 'mulher', 'serve', 'pra', 'fazer', 'faxina', 'casa', 'cuidar', 'filho']",3.3
4879,"['gorda', 'feia', 'ogra', 'httpstcoa6cjrie3wq']",8.2-3.3.6
4880,"['falou', 'q', 'chama', 'pessoas', 'burra', 'pq', 'quer', 'ficar', 'casa', 'fazendo', 'papel', 'mulher', 'lavar', 'louça', 'httpstcodgba7kk2oy']",3.3
4881,"['esperar', 'povo', 'q', 'aceita', 'cão', 'cor', 'abra', 'portas', 'refugiados', 'nojo']",7.2
4882,"['evento', 'palácio', 'planalto', 'homenagem', 'dia', 'internacional', 'mulher', 'presidente', 'michel', 'temer', 'cometeu', 'httpstco8jjg2vro2e']",-1
4883,"['inesbolsonaro', 'sorte', 'vc', 'menor', 'idade', 'vai', 'querer', 'comer', 'cu']",-1
4884,"['dia', 'mulher', 'reinvidicado', 'mulher', 'história', 'desse', 'país', 'diadamulher', 'feminismomarx', 'httpstcod69vsgtyj1']",-1
4885,"['rt', 'huntergirl616', 'tentando', 'intender', 'idiota', 'face', 'q', 'compartilhou', 'ideia', 'dessa', 'trouxa', 'aff', 'q', 'mulher', 'burra', 'vidanem', 'deve', 'sabe']",-1
4886,"['rt', 'editorahumanas', 'feliz', 'dia', 'internacional', 'mulher', 'httpstcozcicp6wawp']",-1
4887,"['daqui', 'pouco', '21hrs', 'estreia', 'documentário', 'euvocêtodasnós', 'canalfutura', 'doc', 'fala', 'sobre', 'feminismo', 'ciberativismo', 'percam']",-1
4888,"['meninas', 'n', 'aguento', 'mulher', 'burra', 'região', 'sudeste']",3.3
4889,"['vou', 'procurar', 'foto', 'cm', 'mt', 'feia', 'gorda']",8.2-3.3.6
4890,"['mulheres', 'dia', 'mulheres', 'todas', 'bonitas', 'resto', 'ano', 'gaja', 'feia', 'gorda', 'vêse', 'httpstcolsbmmzcowb']",8.2-3.3.6
4891,"['rt', 'dkcosta', 'sei', 'q', 'mulher', 'qd', 'decidi', 'mim', 'mesma', 'ter', 'filhasim', 'planejada', 'ouvir', 'q', 'mulher', 'burra', 'desestruturada']",3.3
4892,"['direitablog', 'contra', 'islãdefende', 'mulher', 'qualquer', 'outra', 'feminista']",-1
4893,"['rt', 'jairbolsonaro', 'agora', 'dizem', 'quero', 'proibir', 'vídeo', 'game', 'deus', 'game', 'calúnia', 'httpstcosszxsgb3ot']",-1
4894,"['idiota', 'pensar', 'q', 'dia', 'd', 'mulher', 'mulher', 'cujo', 'vc', 'chamou', 'atráves', 'msn', 'feia', 'gorda', 'urubu', 'fígado', 'cheia', 'celulite', 'acreditar', 'vc']",8.2-3.3.6
4895,"['tanta', 'coisa', 'pra', 'twittar', 'hoje', 'aqui', 'acabei', 'esquecendo']",-1
4896,"['reuni', 'repcummings', 'hoje', 'whitehouse', 'casa', 'branca', 'ótima', 'conversa']",-1
4897,"['filha', '14', 'anos', 'sofrendo', 'bullying', 'sofre', 'desde', '8', 'anos', 'pq', 'cabelo', 'preto', 'pq', 'gorda', 'pq', 'feia', 'pessoas', 'parem']",1.3
4898,"['brbaramaciel8', 'krl', 'ue', 'gnt', 'pra', 'qm', 'falo', 'nn', 'medo', 'prima', 'mn', 'oqe', 'falei', 'pra', 'nn', 'importa', 'gorda', 'magra', 'feia', 'oqe']",-1
4899,"['rt', 'arqmonicamendes', 'acorda', 'mulher', 'burra', 'feminismo', 'afrontar', 'nudez', 'respeitar', 'corpo', 'homem', 'quer', 'usar', 'depoi']",3.3
4900,"['começou', 'gente', 'assista', 'aqui', 'httpstco3h24xnsmhn', 'httpstco5flqvuqhnf']",-1
4901,"['fica', 'cu', 'doce', 'falando', 'q', 'eh', 'gorda', 'feia', 'eh', 'linda', 'magra', 'nn', 'adianta', 'falar', 'kkkkk', 'q', 'postar', 'httpstcop5ldis1qd9']",8.2-3.3.6
4902,"['mawara', 'elmalditocabron', 'começar', 'opor', 'islã', 'verdade', 'inclusive', 'contra', 'refugiados', 'ocidente']",7.2
4903,"['pode', 'gorda', 'pode', 'feia', 'pode', 'gorda', 'feia']",8.2-3.3.6
4904,"['rt', 'badstfemale', 'cl', 'ex', '2ne1', '•', 'sofre', 'ataques', 'desde', 'debut', 'considerada', 'padrões', 'chamada', 'gorda', 'feia', 'várias', 'rev']",8.2-3.3.6
4905,"['postei', 'foto', 'velha', 'mãe', 'momento', 'respondeu', 'pedi', 'pq', 'achei', 'foto', 'feia', 'gorda', 'feia']",8.2-3.3.6
4906,"['coment4dor', 'misscaviar', 'politzoficial', 'serve', 'nação', 'defesa', 'valores', 'httpstcowu63ji66mt']",-1
4907,"['vou', 'ver', 'curso', 'pra', 'aprender', 'burra', 'porque', 'olha', 'tá', 'difícil', 'aturar', 'raça', 'medo', 'mulher', 'sabe', 'pensar', 'sifudê']",-1
4908,"['g1', 'fake', 'newsquem', 'ta', 'fazendo', 'aluta', 'classes', 'esquerda', 'americana', 'implantou', 'httpstco3fjr6crbil']",-1
4909,"['matheuspatric90', 'angela', 'merkel', 'direita', 'pessoa', 'mundo', 'q', 'ajude', 'refugiados', 'guerra']",-1
4910,"['tá', 'super', 'legal', 'documentário', 'euvocêtodasnós', 'passando', 'agora', 'canalfutura', 'dá', 'pra', 'acompanhar', 'aqui', 'httpstco3h24xnsmhn']",-1
4911,"['jeanwyllysreal', 'olha', 'loucura', 'militancia', 'mulher', 'trans', 'traduzindo', 'homem', 'tambem', 'mulher', 'nao', 'homens', 'httpstconb4o8l6plq']",3.2-3.3.1
4912,"['acho', 'burra', 'mulher', 'prefere', 'separar', 'viver', 'mentiras', 'otária', 'gosta', 'corna', 'fazer', 'feliz']",3.3
4913,"['4', 'noiados', 'vaiam', 'vira', 'notícia', 'httpstcoqqpatzaz73']",-1
4914,"['uol', 'carrão', 'novo', 'ganhou', 'mérito', 'lambendo', 'saco', 'governo', 'petista']",-1
4915,"['nesse', 'dia', 'internacional', 'mulher', 'experimente', 'dar', 'panos', 'prato', 'alguma', 'feminista', 'vai', 'amar']",-1
4916,"['parem', 'histerianão', 'ha', 'nada', 'demais', 'dizer', 'homem', 'homem', 'muher', 'mulher', 'pq', 'pessoa', 'sente', 'diferente', 'n', 'httpstco64d7rm2ry7']",-1
4917,"['wtvritals', 'tipo', 'nao', 'quero', 'saber', 'brancos', 'angola', 'assassinados', 'metrópole', 'fez', 'ainda', 'pior', 'nativos']",1
4918,"['rt', 'anamrc', 'fufas', 'decentes', 'hj', 'dia', 'mulheres']",4.2.1
4919,"['vc', 'tá', 'feia', 'gorda', 'ninguém', 'vai', 'gostar', 'vc', 'assim', 'httpstcoaepw67xnkf']",8.2-3.3.6
4920,"['pedrinhutecix', 'incrivel', 'nao', 'fizeram', 'meme', 'ainda', 'lula', 'dando', 'parabens', 'mulheres', 'chamou', 'assimkkkk']",-1
4921,"['rt', 'canalfutura', 'assistir', 'qualquer', 'momento', 'aqui', 'httpstcoyl6a1jp6sh', 'httpstcok6ggemutnn']",-1
4922,"['seminário', 'feminista', 'sobre', 'encarceramento', 'encarceramento', 'mulheres', 'fenômeno', 'últimos', 'anos', 'vem', 'httpstcobja9vbu24l']",-1
4923,"['mulher', 'gosta', 'cara', 'burra', 'demais']",3.3
4924,"['wondcabeyo', 'ninguém', 'quer', 'feiagordachata']",8.2-3.3.6
4925,"['rt', 'deadputa', 'angola', 'considerado', 'melhor', 'destino', 'europeu', '2018', 'desisto', 'vida']",-1
4926,"['globo', 'mostrando', 'homem', 'nai', 'vale', 'nada', 'mulher', 'burra', 'iludida']",3.3
4927,"['2cron714', 'umabrasileira', 'chamam', 'cristãos', 'ignorantes', 'ta', 'universidade', 'acha', 'normalé', 'porque', 'sofreu', 'lavagem', 'cerebral']",-1
4928,"['demasiado', 'tudo', 'demasiado', 'alta', 'demasiado', 'gorda', 'demasiado', 'feia', 'demasiado', 'paciente', 'demasiado', 'sentimental', 'puta', 'pariu']",8.2-3.3.6
4929,"['aninhacaraujo', 'sofiakalap', 'biamontezumamf', 'vida', 'babar', 'ovo', 'bia', 'bia', 'feia', 'gorda']",8.2-3.3.6
4930,"['consegui', 'cortar', 'dedo', 'faca', 'serrinha', 'mulher', 'burra', 'mundo']",3.3
4931,"['rt', 'miguelvinicu', 'aninhacaraujo', 'sofiakalap', 'biamontezumamf', 'vida', 'babar', 'ovo', 'bia', 'bia', 'feia', 'gorda']",8.3-3.3.10
4932,"['rt', 'yesanamia', 'n', 'aguento', 'sozinha', 'n', 'aguento', 'gorda', 'n', 'aguento', 'feia', 'n', 'aguento', 'peso', 'morto', 'mundo', 'n', 'ag']",8.2-3.3.6
4933,"['rt', 'meduardasiilva', 'pode', 'gorda', 'pode', 'feia', 'pode', 'gorda', 'feia', 'vemegea']",8.2-3.3.6
4934,"['raiva', 'daquela', 'mulher', 'burra', 'deu', 'pontos', 'igual', 'cara']",3.3
4935,"['radio', 'talent', 'burra', 'coloca', 'macho', 'p', 'eneltecer', 'mulher']",3.1
4936,"['kailatsm', 'segurei', 'pra', 'chorar', 'parte', 'vídeo', 'tava', 'falando', 'angola']",-1
4937,"['licegermano', 'ué', 'mana', 'falando', 'mulher', 'trans', 'saiba', 'mulheres', 'cuidado', 'burra']",-1
4938,"['pedro', 'aguentou', 'ver', 'carne', 'diferente', 'angola', 'molhando', 'perú', 'kkkk', 'coitada', 'helô']",-1
4939,"['macho', 'escroto', 'quer', 'escroto', 'precisa', 'mina', 'tá', 'roupa', 'curta', 'pode', 'tá', 'burca', 'porra', 'mexe']",-1
4940,"['estadao', 'usou', 'tanto', 'pensa', 'enquanto', 'mora', 'dia', 'dia', 'comum', 'sofre', 'violencia', 'pq', 'd', 'httpstcopjuc7atz34']",-1
4941,"['pnr', 'cala', 'ante', 'marxismocultural', 'censura', 'tolerantes', 'hipocrisia', 'fazdeconta', 'nada', 'httpstcoxlvvuy2pig']",-1
4942,"['rodserling', 'ifeer', 'aguadepresepio', 'well1611', 'abro', 'tl', 'vejo', 'ensaio', 'fotográfico', 'feminazi', 'gorda', 'feia', 'minhadorimporta']",8.2-3.3.6
4943,"['ah', 'porque', 'nacionalismo', 'deste', 'gajo', 'económico', 'tão', 'económico', 'quanto', 'pcp', 'diferença', 'pcp', 'querer', 'angola', 'volta']",-1
4944,"['estadao', 'nunca', 'vi', 'coletivismo', 'lutando', 'direitos', 'mulher', 'islamismo', 'massa', 'manobra', 'd', 'httpstcodosd6scanu']",-1
4945,"['estadao', 'outras', 'teorias', 'tambem', 'httpstcov8lbub6gpn']",-1
4946,"['porra', 'q', 'mulher', 'burra']",3.3
4947,"['azulsagaz', 'assisti', 'mano', 'compartilhei', 'agora', 'pq', 'tô', 'recebendo', 'todas', 'notificações', 'mil', 'desculpas']",-1
4948,"['anacarolinars', 'zzzz', 'completou', 'gorda', 'feia', 'faltou', 'boba', 'pra', '5a', 'série']",8.2-3.3.6
4949,"['custo', 'zero', 'ptso', 'corrupção', 'caixa', '2', 'verbas', 'desnecessáriasja', 'sabe', 'ne', 'httpstcoplddurfhls']",-1
4950,"['argumento', 'httpstco4ylvg6wsqh']",-1
4951,"['laurensisart', 'gorda', 'feia', 'mt', 'magra', 'mulher', 'mulher', 'específica', 'caraaiai', 'vou', 'falar', 'nada']",8.2-3.3.6
4952,"['bosta', 'centrodireita', 'hahahhah', 'merda', 'duto', 'esquerda', 'disfarçada', 'ora', 'ai', 'ai', 'ai', 'httpstcoscqm2vsgtl']",-1
4953,"['oficialmente', 'mulher', 'burra', 'mundo']",3.3
4954,"['gorda', 'ofensa', 'assim', 'magra', 'elogio', 'pare', 'd', 'achar', 'feia', 'regras', 'd', 'beleza', 'imposta', 'sociedade']",-1
4955,"['canofdandelion', 'vc', 'q', 'burra', 'aqui', 'defendi', 'direitosreconheco', 'q', 'mulher', 'n', 'eh', 'igual', 'homem']",3.3
4956,"['mulher', 'burra', 'fica', 'pobremas', 'vou', 'dizer', 'inteligente', 'pode', 'enriquecer', 'buceta', 'poderr']",-1
4957,"['ótimas', 'notícias', 'apenas', 'começando', 'juntos', 'iremos', 'maga', 'tornar', 'américa', 'grande', 'novamente', 'httpstcoahsd5aikih']",-1
4958,"['rt', 'reacamorena', 'vai', 'trabalha', 'né', 'greve', 'geral', 'httpstco2j8ltnbrxf']",-1
4959,"['claro', 'esperar', 'quê', 'mente', 'fraca', 'acredita', 'professor', 'história', 'q', 'usa', 'camisa', 'cheghevara', '42', 'httpstcoxiofygwmky']",-1
4960,"['joycecleal', 'dia', 'mulher', 'burra']",3.3
4961,"['falta', 'punição', 'pra', 'estuprador', 'assassinos', 'httpstcop8vw4bk7gi']",-1
4962,"['final', 'dia', 'mulheres', 'vc', 'ja', 'pode', 'feliz', 'marxista', 'ja', 'nao', 'pode', 'dizer', 'feminista', 'né', 'q', 'pegam', 'httpstcot0xe98ultc']",3
4963,"['rt', 'tristezinha', 'oi', 'mawara', 'aguardo', 'opinião', 'sobre', 'quanto', 'islã', 'massacra', 'mulheres', 'elmalditocabron', 'otmar03']",-1
4964,"['rt', 'elmalditocabron', 'tlmota', 'otmar03', 'existe', 'alguma', 'pauta', 'feminista', 'extrema', 'esquerda']",-1
4965,"['elmalditocabron', 'tlmota', 'esquerda', 'faz', 'pauta', 'feminismo']",-1
4966,"['rt', 'julixsep', 'brothersdireita', 'claudeluca', 'otmar03', 'fussballsehr', 'corpo', 'gisele', 'bundchen']",-1
4967,"['passando', 'aqui', 'pra', 'dizer', 'nao', 'interessa', 'puta', 'santinha', 'gorda', 'magra', 'feia', 'bonita', 'amar', 'pessoa', 'pau', 'cu', 'todos']",3.3
4968,"['umabrasileira', 'reproduz', 'igual', 'roedoreskkkkk']",-1
4969,"['porra', 'difícil', 'refutar', 'falei', 'fatos', 'lógica', 'verdades', 'httpstcoxcekmqnocr']",-1
4970,"['sim', 'dia', 'mulher', '—', 'ata', 'desculpa', 'burra', 'httpstcohsfpdccexk']",3.3
4971,"['rt', 'silviomkt', 'stfoficial', 'fazendo', 'bolsonaro', 'crime', 'abuso', 'd', 'autoridade', 'politicagem', 'barata', 'suja', 'cara', 'q']",-1
4972,"['pior', 'cego', 'quer', 'enxergar', 'ranço', 'mulher', 'burra']",3.3
4973,"['bolsonarosp', 'puta', 'playboy', 'maconheiro', 'ganhou', 'filme', 'exaltando', 'feito', 'dinheiro', 'ainda']",-1
4974,"['gorda', 'cabelo', 'bom', 'cara', 'bem', 'feia']",3.3
4975,"['rt', 'bolsonarosp', 'deputadas', 'bancada', 'feminista', 'tiram', 'proveito', 'dia', 'internacional', 'mulheres', 'httpstcongvswtldtw']",-1
4976,"['mulher', 'ter', 'provar', 'todo', 'dia', 'burra', 'tão', 'competente', 'quanto', 'qualquer']",3.3
4977,"['pré', 'adolescente', 'idade', 'pra', 'pai', 'pq', 'uso', 'camisinha', 'httpstcogm9kkdoj8p']",-1
4978,"['usar', 'frase', 'economias', 'caracteres', 'pra', 'chamar', 'burro', 'fácil', 'quero', 'ver', 'refutar', 'falei', 'fatos', 'httpstco26ccdpgaf8']",-1
4979,"['rt', 'dianafigueredoo', 'cleo', 'pires', 'tirou', 'foto', 'fumando', 'maconha', 'pq', 'n', 'tira', 'tbm', 'exato', 'momento', 'onde', 'conseguiu']",-1
4980,"['amante', 'homem', 'fudido', 'burra', 'duas', 'vezes', 'pepita', 'mulher']",3.3
4981,"['outro', 'refute', 'falei', 'fatos', 'lógica', 'verdades', 'httpstcouf5mfuuazq']",-1
4982,"['pra', 'desenha', 'httpstcozmkh5pomuv']",-1
4983,"['godaryl', 'pra', 'desenhar', 'aí', 'vai', 'httpstcosuejotfsdg']",-1
4984,"['tá', 'gorda', 'demais', 'tá', 'feia', 'amo', 'precisa', 'arrumar']",8.2-3.3.6
4985,"['estudou', 'tanto', 'consegue', 'refutar', 'linha', 'disse', 'né', 'httpstcog3djs89dto']",-1
4986,"['bbb', 'graças', 'q', 'vao', 'passar', 'festa', 'toda', 'falando', 'mal', 'outros', 'roberta', 'gorda', 'feia', 'fazendo', 'caretas', 'kkkkk', 'eliminadoa', 'bbb']",8.2-3.3.6
4987,"['refugiados', 'muçulmanos', 'flagrados', 'atacando', 'polícia', 'nacional', 'francesa', 'manifestantes', 'anarquistas', 'httpstcosjezgrcrr1']",-1
4988,"['pra', 'perdeu', 'documentário', 'euvocêtodasnós', 'vivo', 'canalfutura', 'chateie', 'tá', 'disponível', 'aqui', 'veja', 'httpstcoraqac6gows']",-1
4989,"['derminhoca', 'desenhando', 'parte', '2', 'httpstcotrizvbaufn']",-1
4990,"['canso', 'ver', 'monte', 'cara', 'burro', 'pagando', 'machão', 'monte', 'menina', 'burra', 'procura', 'google', 'significado', 'mulher']",3.3
4991,"['amiga', 'pode', 'chamar', 'quiser', 'quero', 'ver', 'refutar', 'falei', 'fatos', 'lógica', 'verdades', 'httpstcorbgnhozowk']",-1
4992,"['batalha', 'dia', 'mulher', 'lembrei', 'burra', 'meixmo', 'deve', 'ter', 'sido']",3.3
4993,"['odeia', 'bolsonaro', 'então', 'fala', 'ai', 'projeto', 'q', 'discorda', 'porquêvamos', 'ver', 'inteligencianível', 'd', 'httpstcor1mh16f0gs']",-1
4994,"['rodolfogbw', 'esquerda', 'manda', 'coletivismo', 'feministae', 'nao', 'querem', 'falar', 'mal', 'islã', 'todas', 'cala', 'httpstcogi16sm9bhi']",-1
4995,"['ruggeron', 'tema', 'lógicas', 'quero', 'ver', 'vc', 'refutar', 'httpstcotzph6lzs2d']",-1
4996,"['ruggeron', 'tome', 'lógicas', 'httpstcohf29zmblfk']",-1
4997,"['hoje', 'paquerado', 'trânsito']",-1
4998,"['cara', 'pode', 'chamar', 'quiser', 'quero', 'ver', 'refutar', 'falei', 'fatos', 'lógica', 'verdades', 'httpstco7mayryjrwu']",-1
4999,"['q', 'mulher', 'd', 'bonita', 'd', 'puta', 'burra', 'mentirosa', 'n', 'sabe', 'q', 'ta', 'passando', 'mão', 'amigos']",3.3
5000,"['mulher', 'burra', 'brasil']",3.3
5001,"['juliamionn', 'bibia22', 'gosta', 'feia', 'acha', 'faz', 'baca', 'gorda', 'rodada', 'nada', 'sei', 'lá', 'passo']",8.2-3.3.6
5002,"['lwtgosoio', 'feminismo', 'defende', 'todas', 'pautas', 'esquerda', 'esquerda', 'perder', 'faz', 'protesto', 'nunca', 'protes', 'httpstcorru8ga5zow']",-1
5003,"['glstecanela', 'mulher', 'apanha', 'aqui', 'ilegalidade', 'porque', 'pegarem', 'canalha', 'apanha', 'vai', 'preso', 'httpstcol0ladufdxx']",3.3
5004,"['atenção', 'segundo', 'jênio', 'violência', 'contra', 'mulher', 'brasil', 'dá', 'fato', 'país', 'maioria', 'cristã', 'httpstcoi3pa8ofnd3']",-1
5005,"['cara', 'pode', 'pedir', 'censura', 'vontade', 'quero', 'ver', 'refutar', 'falei', 'fatos', 'lógica', 'verdades', 'httpstcokftylmi6wo']",-1
5006,"['dianafigueredoo', 'claraaverbuck', 'dia', 'protesto', 'feminista', 'frente', 'baile', 'funkeu', 'começo', 'pensar', 's', 'httpstcoizrkjsjxcb']",-1
5007,"['sentindo', 'horrível', 'gorda', 'feia']",8.2-3.3.6
5008,"['outra', 'jênia', 'acha', 'violência', 'contra', 'mulher', 'brasil', 'dá', 'fato', 'país', 'maioria', 'cristã', 'n', 'httpstcoeljbzzbfvu']",3.3
5009,"['jungwheinn', 'mostre', 'pras', 'feministas', 'tratadas', 'mulheres', 'islã', 'sob', 'lei', 'sharia', '2', 'httpstcol0ladufdxx']",-1
5010,"['precisa', 'lembrar', 'alguém', 'consegue', 'refutar', 'linha', 'p', 'sentir', 'merda', 'sinal', 'httpstcogfik7kni5n']",-1
5011,"['anapntes', 'valehomossexual', 'então', 'achar', 'gorda', 'feia', 'falta', 'autoestima', 'ataaaa']",-1
5012,"['mulher', 'coisa', 'perfeita', 'mundo', 'importa', 'feia', 'bonita', 'gorda', 'magra', 'estranha', 'esquisita', 'mulher', 'httpstcokapw8vuvcz']",3.3
5013,"['vai', 'daí', 'pelego', 'httpstcoysqkoolqsq']",-1
5014,"['mulher', 'mt', 'burra']",3.3
5015,"['rtp', 'angola', 'bom', 'nota', 'economia', 'política', 'baixo', 'portugal', 'seguro', 'flexível', 'dois']",-1
5016,"['tida', 'mulher', 'real', 'gorda', 'magra', 'alta', 'baixa', 'pretabranca', 'feia', 'bonita', 'toda', 'mulher', 'real', 'mulher', 'real', 'outra']",-1
5017,"['gostaram', 'novo', 'logo', 'httpstcouyoujwd1q6']",-1
5018,"['1', 'cara', 'refute', 'falei', 'usando', 'lógica', 'fatos', 'verdades', '2', 'odeia', 'bolsonarofala', 'aí', 'projetos', 'q', 'httpstcoimlpbqgocu']",-1
5019,"['cara', 'usar', 'ironia', 'risada', 'fácil', 'quero', 'ver', 'refutar', 'falei', 'fatos', 'lógica', 'verdades', 'httpstcot1whw7ggk5']",-1
5020,"['conselho', 'mulher', 'sábia', 'constrói', 'mulher', 'burra', 'destrói']",-1
5021,"['tlmota', 'capacho', 'ideologia', 'apoiar', 'cultura', 'apedreja', 'açoita', 'mulheres', 'porque', 'httpstcoanmbixy6fk']",-1
5022,"['bolsonarosp', 'noite', 'greve', 'sexo', 'pros', 'maridospor', 'prostitutas', 'brasilia', 'ficam', 'famosas', 'httpstcof3hhd9hocu']",3.3
5023,"['tô', 'gorda', 'n', 'consigo', 'emagrecer', 'certeza', 'q', 'gastrite', 'tá', 'piorando', 'pq', 'passo', 'mal', 'n', 'inglês', 'fluente', 'n', 'sei', 'nadar', 'feia']",8.2-3.3.6
5024,"['feminismo', 'capacho', 'esquerda', 'nazista', 'hahahahahaha', 'retardado', 'refute', 'fale', 'httpstcooha1p45vpx']",-1
5025,"['todo', 'mundo', 'concorda', 'comigo', 'hitler', 'httpstcovnbuwc3jvt']",-1
5026,"['cuidado', 'burra', 'falando', 'mal', 'feminismo', 'atual', 'gente', 'mulher', 'ignorante', 'assim', 'uó', 'cada', 'coisa', 'né', 'non']",3.3
5027,"['bolsonarosp', 'mulheres', 'esquerda', 'estao', 'envolvidas', 'corrupção', 'petrobras', 'roubo', 'aposentadoria', 'idosos', 'httpstcohiwgrfdamk']",-1
5028,"['lula', 'falou', 'melhor', 'marisa', 'fez', 'ficar', 'submissa', 'dar', 'palpite', 'platéia', 'repleta', 'femini', 'httpstco25zxrs30ef']",-1
5029,"['andréia', 'sadi', 'reporter', 'globonews', 'agredida', 'marmanjos', 'militantes', 'esquerda', 'coletiva', 'pósderrota', 'hadda', 'httpstcoiwzloukjx0']",-1
5030,"['mayaramellon', 'pronto', 'pistoleira', 'cara', 'ta', 'aqui', 'agora', 'vez', 'pedir', 'posta', 'imc', 'httpstcofvrdbz7wqq']",-1
5031,"['rt', 'patxwxxd', 'feminazi', 'mulher', 'perigo', 'dirigindo', 'loira', 'burra', 'pega', 'vários', 'piranha', 'roupa', 'curta', 'merece', 'estupro', 'homem', 'babaca', 'noooooossa']",3.1
5032,"['roberta', 'feia', 'falsa', 'rídicula', 'gorda', 'outras', 'coisas', 'q', 'posso', 'dzr', 'aqui', 'risco', 'processovai', 'sair', 'rejeição', 'max', 'bbb17']",8.2-3.3.6
5033,"['olha', 'aí', 'sempre', 'digo', 'repete', 'chavão', 'militância', 'manda', 'xinga', 'oponete', 'refuta', 'nada', 'httpstcoo9jlhalq1x']",-1
