,tokens,class
5090,"['rt', 'walgreg', 'verdades', 'que', 'precisam', 'ser', 'esfregadas', 'na', 'cara', 'de', 'toda', 'feminista', 'httpstcowji5q8pcb6']",3
5091,"['rt', 'walgreg', 'a', 'estupidez', 'falta', 'de', 'caráter', 'e', 'cinismo', 'dos', 'esquerdistas', 'não', 'tem', 'limites', 'httpstcok6fl91os3m']",6.3
5092,"['esse', 'nome', 'quase', 'não', 'é', 'esquerdopata', 'hahahahah', 'httpstcosermgqwjvx']",-1
5093,"['resumo', 'fugiu', 'têm', 'medo', 'da', 'verdade', 'a', 'verdade', 'tortura', 'httpstcoix6vzbqnbx']",-1
5094,"['ajulysantos', 'e', 'era', 'de', 'direita', 'essa', 'menina', 'tem', 'transtorno', 'de', 'personalidade', 'ou', 'algo', 'pior']",-1
5095,"['cara', 'fazer', 'ilações', 'sobre', 'a', 'minha', 'dieta', 'alimentar', 'é', 'fácil', 'eu', 'quero', 'ver', 'é', 'você', 'refutar', 'o', 'que', 'falei', 'com', 'fatos', 'lógic', 'httpstcoh27ngm7yjc']",-1
5096,"['estimar', 'a', 'minha', 'idade', 'é', 'o', 'seu', 'argumento', 'quero', 'ver', 'refutar', 'o', 'que', 'falei', 'com', 'fatos', 'lógica', 'e', 'verdades', 'httpstcotyhxhorjb7']",-1
5097,"['religiões', 'africanas', 'falou', 'bem', 'esse', 'seu', 'argumento', 'só', 'consolida', 'o', 'que', 'tenho', 'dito', 'ora', 'httpstcopoaw5pv0vx']",-1
5098,"['cara', 'ao', 'invés', 'de', 'clamar', 'pelo', 'criador', 'que', 'tal', 'refutar', 'o', 'que', 'falei', 'com', 'fatos', 'lógica', 'e', 'verdades', 'httpstcotqbb1ejpii']",-1
5099,"['o', 'argumento', 'abriram', 'o', 'bueiro', 'mas', 'não', 'refuta', 'uma', 'só', 'linha', 'do', 'que', 'eu', 'falei', 'a', 'verdade', 'tortura', 'né', 'httpstcotmpjpezzld']",-1
5100,"['dizer', 'que', 'parece', 'piada', 'é', 'fácil', 'eu', 'quero', 'ver', 'refutar', 'o', 'que', 'falei', 'com', 'fatos', 'lógica', 'e', 'verdades', 'httpstcoqvakrmzscj']",-1
5101,"['olha', 'o', 'q', 'sempre', 'falo', 'intolerância', 'religiosa', 'termo', 'usado', 'pela', 'esquerda', 'pdiluir', 'pela', 'religião', 'cristã', 'as', 'atrocidade', 'httpstcoldox8wdzbf']",-1
5102,"['ohmycavill', 'menos', 'mal', 'ainda', 'há', 'esperança', 'pra', 'você']",-1
5103,"['voce', 'que', 'já', 'se', 'sensibilizou', 'com', 'a', 'causa', 'dos', 'refugiados', 'e', 'achou', 'que', 'não', 'podia', 'ajudar', 'porque', 'eles', 'estão', 'muito', 'longe', 'httpstcowy5aib9ege']",-1
5104,"['dizer', 'que', 'é', 'ou', 'não', 'é', 'é', 'facil', 'eu', 'quero', 'ver', 'o', 'feminismo', 'não', 'defender', 'ou', 'ser', 'contra', 'uma', 'pauta', 'da', 'esquerda', 'httpstcoitzpiqddqh']",-1
5105,"['hahahh', 'quero', 'ver', 'o', 'feminismo', 'ser', 'contra', 'as', 'pautas', 'que', 'a', 'esquerda', 'impõe', 'httpstcopyauikfsda']",-1
5106,"['feminismo', 'defende', 'todas', 'as', 'pautas', 'da', 'esquerda', 'é', 'só', 'a', 'esquerda', 'perder', 'eleição', 'que', 'faz', 'protesto', 'nunca', 'protes', 'httpstcoswativzkwv']",-1
5107,"['vei', 'kkkkkkkkkkkkkk', 'tá', 'pra', 'existir', 'coisa', 'mais', 'burra', 'do', 'que', 'homem', 'que', 'acha', 'que', 'mulher', 'tem', 'que', 'trocar', 'de', 'sutiã', 'td', 'dia']",3.1
5108,"['rt', 'reybiannchi', 'estado', 'ladrão', 'httpstcout0oqbjv19']",-1
5109,"['rt', 'odecarvalho', 'já', 'notaram', 'nunca', 'jamais', 'um', 'terrorista', 'ditador', 'ou', 'genocida', 'foi', 'chamado', 'na', 'nossa', 'mídia', 'de', 'extremista', 'de', 'esquerda']",-1
5110,"['rt', 'favcamzjb', 'cheguei', 'à', 'conclusão', 'de', 'que', 'eu', 'sou', 'feia', 'e', 'gorda']",8.2-3.3.6
5111,"['kaduferreira', 'vai', 'se', 'fude', 'angola', 'não', 'tô', 'de', 'graça', 'não', 'krlh']",-1
5112,"['tenho', 'que', 'se', 'preocupar', 'com', 'meu', 'filho', 'que', 'tem', '1', 'ano', 'não', 'com', 'mulher', 'burra', 'velha', 'que', 'também', 'já', 'tem', 'filho', 'sai', 'fora', 'eu', 'em']",3.3
5113,"['rt', 'gabrielplnheiro', 'macarrão', 'também', 'quer', 'ser', 'solto', 'só', 'ir', 'no', 'stf']",-1
5114,"['rt', 'odecarvalho', '1', 'poucos', 'brasileiros', 'estão', 'conscientes', 'de', 'que', 'no', 'nosso', 'país', 'o', 'domínio', 'hegemônico', 'esquerdista', 'foi', 'total', 'e', 'inegociável']",-1
5115,"['rt', 'odecarvalho', 'contribuição', 'do', 'edsoncamargo', 'e', 'da', 'maria', 'fernanda', 'rossi', 'httpstcouzjqmiizym']",-1
5116,"['rt', 'ajulysantos', 'ó', 'só', 'a', 'patrícia', 'lélis', 'sim', 'aquela', 'que', 'acusou', 'feliciano', 'de', 'estupro', 'e', 'diz', 'ter', 'feito', 'aborto', 'de', 'um', 'filho', 'do', 'eduardo', 'quem', 'acre']",-1
5117,"['gabrielplnheiro', 'olha', 'isso', 'jublackpower', 'hahahhah', 'atriz', 'de', 'hollywood', 'dos', '80s']",-1
5118,"['rt', 'brazucacopa2014', 'aí', 'joaquinvoltou', 'mais', 'uma', 'raiz', 'nutella', 'pra', 'vc', 'srn', 'httpstcouvasglnu0t']",-1
5119,"['rt', 'snsdrug', 'jihyo', 'é', 'feia', 'jihyo', 'é', 'gorda', 'porra', 'queria', 'eu', 'ser', 'feia', 'e', 'gorda', 'que', 'nem', 'a', 'jihyo', 'pfff']",8.3-3.3.10
5120,"['rt', 'pauloap', 'quando', 'você', 'ganha', 'aquele', 'presente', 'httpstcozolcbzgxpk']",-1
5121,"['rt', 'taniaoliveira', 'face', 'da', 'desumanidade', 'ganância', 'cinismo', 'movimentam', 'se', 'pela', 'volta', 'das', 'mamatas', 'roubalheira', 'sem', 'vergonhas', 'anti', 'patri']",-1
5122,"['lembrei', 'd', 'quando', 'meu', 'pai', 'chamou', 'uma', 'mulher', 'd', 'burra', 'e', 'ele', 'foi', 'parar', 'na', 'delegacia', 'ele', 'falou', 'que', 'sou', 'burra', 'eu', 'falei', 'q', 'ela', 'é', 'burra', 'mesmo']",3.3
5123,"['cebolinha', 'é', 'psol', 'httpstcogu7cpka4li']",-1
5124,"['quem', 'lembra', 'da', 'época', 'do', 'meuamigosecreto', 'era', 'massa', 'nossa', 'única', 'preocupação', 'era', 'descobrir', 'sobre', 'quem', 'era', 'cada', 'um', 'dos', 'posts']",-1
5125,"['gorda', 'e', 'feia']",8.2-3.3.6
5126,"['tá', 'pra', 'nascer', 'mulher', 'burra', 'como', 'eu', 'to', 'sem', 'celular', 'pq', 'esqueci', 'o', 'cabo', 'do', 'computador', 'no', 'estágio']",3.3
5127,"['povo', 'falando', 'que', 'tô', 'linda', 'grávida', 'onde', 'gente', 'eu', 'me', 'sinto', 'um', 'monstro', 'tanto', 'de', 'gorda', 'quanto', 'de', 'feia', 'kkkk']",8.2-3.3.6
5128,"['ramonsm16', 'ela', 'é', 'mais', 'legal', 'eu', 'sei', 'só', 'que', 'ela', 'é', 'feia', 'e', 'gorda']",8.2-3.3.6
5129,"['o', 'dono', 'desse', 'twitter', 'é', 'autista', 'só', 'pode', 'kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk', 'httpstcoqgoqrnymr4']",10.1
5130,"['rt', 'editorahumanas', 'cebolinha', 'é', 'psol', 'httpstcogu7cpka4li']",-1
5131,"['há', '5', 'anos', 'atrás', 'eu', 'esteava', 'na', 'internet', 'no', 'naosalvo', 'httpstcofzvpqqdpeh']",-1
5132,"['grupo', 'de', 'zumbis', 'tentam', 'escrachar', 'o', 'jairbolsonaro', 'na', 'universidade', 'presbiteriana', 'mackenzie', 'httpstcobmhyemax8u']",-1
5133,"['alguém', 'por', 'favor', 'pode', 'passar', 'isso', 'na', 'tl', 'do', 'ohmycavill', 'e', 'dizer', 'que', 'é', 'bom', 'saber', 'como', 'a', 'esquerda', 'gosta', 'do', 'debate', 'demo', 'httpstcomgtaitkuvl']",-1
5134,"['rt', 'bolsonaopressor', 'grupo', 'de', 'zumbis', 'tentam', 'escrachar', 'o', 'jairbolsonaro', 'na', 'universidade', 'presbiteriana', 'mackenzie', 'httpstcobmhyemax8u']",-1
5135,"['não', 'se', 'sinta', 'mulher', 'de', 'verdade', 'se', 'você', 'ofende', 'outras', 'mulheres', 'chamandoas', 'de', 'feia', 'estranha', 'magrela', 'gorda', 'etc']",-1
5136,"['rt', 'nostrendsbrasil', '“', 'eu', 'me', 'envergonho', 'diz', 'rachel', 'sheherazade', 'sobre', 'gleise', 'hoffmann', '”', 'httpstcoo3u0r43swp', 'gleisi', 'httpstcokqwz']",-1
5137,"['claro', 'a', 'alienação', 'é', 'o', 'melhor', 'caminho', 'pra', 'você', 'continue', 'nessa', 'bolha', 'httpstcomqbdnfkc4k']",-1
5138,"['hahahahah', 'olha', 'que', 'coisa', 'os', 'que', 'mais', 'vivem', 'em', 'mimimi', 'me', 'acusando', 'de', 'mimi', 'hahahahah', 'httpstcoix6vzbqnbx']",-1
5139,"['eu', 'não', 'preciso', 'me', 'resolver', 'só', 'mostro', 'a', 'verdade', 'para', 'quem', 'vive', 'se', 'escondendo', 'em', 'mentiras', 'httpstcoix6vzbqnbx']",-1
5140,"['rt', 'lemassaroto', 'e', 'nesse', 'dia', 'da', 'mulher', 'confirmei', 'o', 'que', 'eu', 'já', 'acreditava', 'toda', 'generalização', 'é', 'burra']",-1
5141,"['nossa', 'segundo', 'esse', 'jênio', 'ateísta', 'esquerdista', 'os', 'cristãos', 'são', 'os', 'grandes', 'perseguidores', 'de', 'religiosos', 'httpstcoydy5lbxyhm']",-1
5142,"['dia', 'da', 'mulher', 'na', 'p3k', 'é', 'pauta', 'para', 'reflexão', 'httpstcoirjvvspsi6', 'via', 'p3kcomunicacao']",-1
5143,"['cviniciuslm', 'sim', 'ontem', 'em', 'sp']",-1
5144,"['argumentos', 'cristãos', 'são', 'os', 'maiores', 'perseguidores', 'de', 'religiosos', 'ninguém', 'se', 'importa', 'com', 'sua', 'idéia', 'você', 'é', 'luná', 'httpstcozraw9jbvz0']",-1
5145,"['essa', 'é', 'a', 'lógica', 'deste', 'jovem', 'sensato', 'glstecanela', 'httpstcojxgmuumkwd']",-1
5146,"['meus', 'deus', 'é', 'muita', 'doutrinação', 'e', 'alienação', 'que', 'a', 'imprensa', 'impõe', 'na', 'coitadinha', 'httpstco2ti1gn6dau']",-1
5147,"['bolsonaro', 'não', 'prega', 'a', 'volta', 'dos', 'militares', 'mas', 'sim', 'defende', 'o', 'regime', 'militar', 'e', 'rebate', 'as', 'mentiras', 'faladas', 'sobre', 'est', 'httpstco8hxxptostm']",-1
5148,"['a', 'outra', 'lá', 'fica', 'de', 'cara', 'feia', 'aí', 'se', 'abre', 'toda', 'com', 'a', 'droga', 'do', 'sertanejo', 'mulher', 'burra', 'viu', 'bbb17']",3.3
5149,"['rodrigomelo86', 'por', 'que', 'voce', 'deletou', 'o', 'seu', 'tuite']",-1
5150,"['videmc', 'da', 'negra', 'mãe', 'não', 'só', 'ossaim', 'vem', 'de', 'alaketú', 'jêje', 'e', 'angola', 'na', 'cura', 'o', 'desejo', 'mais', 'puro', 'fé', 'no', 'futuro', 'vai', 'minha', 'escola', 'segura', 'ai', 'óh']",-1
5151,"['a', 'forma', 'como', 'você', 'se', 'vê', 'não', 'altera', 'o', 'que', 'você', 'é', 'de', 'fato', 'httpstcof1vbtmfkgs']",-1
5152,"['rt', 'passistalu', 'videmc', 'da', 'negra', 'mãe', 'não', 'só', 'ossaim', 'vem', 'de', 'alaketú', 'jêje', 'e', 'angola', 'na', 'cura', 'o', 'desejo', 'mais', 'puro', 'fé', 'no', 'futuro', 'vai', 'minha', 'escola']",-1
5153,"['rt', 'editorahumanas', 'vai', 'daí', 'pelego', 'httpstcoysqkoolqsq']",-1
5154,"['1', 'em', 'cada', '3', 'mulheres', 'no', 'mundo', 'sofreu', 'violência', 'física', 'eou', 'sexual', 'majoritariamente', 'por', 'um', 'parceiro', 'íntimo', 'httpstcoyeynbfjksw']",-1
5155,"['rt', 'pauloap', 'o', 'único', 'que', 'vai', 'sair', 'inelegível', 'dessa', 'porra', 'é', 'o', 'bolsonaro', 'que', 'não', 'tem', 'nenhum', 'crime', 'nas', 'costas', 'vai', 'vendo', 'httpstcov0iaieq']",-1
5156,"['meninos', 'que', 'nao', 'conseguem', 'dormir', 'porque', 'a', 'galinha', 'da', 'angola', 'da', 'vizinha', 'nao', 'para', 'de', 'gritar', 'me', 'add']",-1
5157,"['que', 'dicionário', 'feminismo', 'defende', 'todas', 'as', 'pautas', 'da', 'esquerda', 'é', 'só', 'a', 'esquerda', 'perder', 'q', 'faz', 'protesto', 'nunca', 'prote', 'httpstcolyeumvwtpe']",-1
5158,"['não', 'haha', 'feminismo', 'defende', 'todas', 'as', 'pautas', 'da', 'esquerda', 'é', 'só', 'a', 'esquerda', 'perder', 'que', 'faz', 'protesto', 'nunca', 'prote', 'httpstcowjvqaafl1s']",-1
5159,"['só', 'observando', 'marmanjo', 'reclamando', 'de', 'insônia', 'e', 'depressão', 'httpstcoekvgp2gdad']",-1
5160,"['bolha', 'de', 'preconceito', 'tudo', 'aquilo', 'que', 'vai', 'contra', 'a', 'agenda', 'da', 'esquerda', 'que', 'manda', 'na', 'agenda', 'feminista', 'httpstconifvhcjezc']",-1
5161,"['não', 'é', 'questão', 'de', 'razão', 'pra', 'ser', 'feminista', 'é', 'questão', 'que', 'o', 'feminismo', 'não', 'é', 'direito', 'de', 'mulher', 'nada', 'só', 'serve', 'p', 'coo', 'httpstcowtytmwyou4']",-1
5162,"['porra', 'dizer', 'isso', 'no', 'dicionário', 'é', 'fácil', 'papel', 'aceita', 'tudo', 'quero', 'ver', 'na', 'prática', 'vou', 'te', 'desmontar', 'nos', 'comentár', 'httpstcorxub9fxxss']",-1
5163,"['otmar03', 'itsmabizao', 'feminismo', 'movimento', 'q', 'diz', 'lutar', 'pelas', 'mulheres', 'mas', 'persegue', 'td', 'mulher', 'q', 'tenha', 'opinião', 'própria', 'httpstcoj4jwi1v45f']",-1
5164,"['itsmabizao', 'tem', 'q', 'ser', 'muito', 'capacho', 'de', 'ideologia', 'para', 'apoiar', 'uma', 'cultura', 'q', 'apedreja', 'e', 'açoita', 'mulheres', 'só', 'porque', 'a', 'e', 'httpstcotxnzhtq7at']",-1
5165,"['rt', 'edmilsonpapo10', 'ganhar', 'elogio', 'da', 'rachelsherazade', 'já', 'ganhei', 'a', 'noite', 'httpstco88okwzetdr']",-1
5166,"['edmilsonpapo10', 'rachelsherazade', 'comandante', 'edmilson', 'o', 'senhor', 'já', 'pode', 'ir', 'descansar', 'missão', 'cumprida']",-1
5167,"['rt', 'rachelsherazade', 'mitou', 'desigualdade', 'entre', 'os', 'gêneros', 'e', 'inaceitável', 'vamos', 'lutar', 'contra', 'mais', 'essa', 'injustiça', 'httpstcokytybjwk89']",-1
5168,"['jornaloglobo', 'que', 'chatice', 'em', 'jornaleco', 'viva', 'a', 'mulherhttpstcou7ncfx8zca']",-1
5169,"['rt', 'radiojovempan', 'a', 'jornalista', 'rachel', 'sheherazade', 'deu', 'um', 'depoimento', 'exclusivo', 'para', 'o', 'morning', 'show', 'sobre', 'o', 'dia', 'das', 'mulheres', 'confira', 'https']",-1
5170,"['rt', 'selenachartsbr', 'minha', 'prima', 'está', 'desaparecida', 'e', 'ainda', 'não', 'foi', 'encontrada', 'ajudem', 'a', 'espalhar', 'para', 'caso', 'de', 'alguém', 'ter', 'a', 'visto', 'local', 'po']",-1
5171,"['nessa', 'quinta', 'eu', 'vou', 'visitar', 'pela', 'primeira', 'vez', 'a', 'boladeneve', 'do', 'tatuapé', 'ansioso']",-1
5172,"['rt', 'editorahumanas', 'há', '5', 'anos', 'atrás', 'eu', 'esteava', 'na', 'internet', 'no', 'naosalvo', 'httpstcofzvpqqdpeh']",-1
5173,"['bethmoreno', 'hoje', 'eu', 'durmo', 'cedo', '248', 'tony', 'tornado', 'pelado']",-1
5174,"['ofuxicooficial', 'essa', 'mulher', 'pq', 'quem', 'transa', 'com', 'um', 'cara', 'como', 'esse', 'vadia', 'de', 'burra', 'essa', 'garota', 'escrota', 'nao', 'tem', 'nada']",3.3
5175,"['há', 'pouco', 'estava', 'relembrando', 'a', 'hashtag', 'primeiroassédio', 'e', 'isso', 'me', 'fez', 'querer', 'compartilhar', 'algumas', 'coisas']",-1
5176,"['você', 'deve', 'estar', 'se', 'perguntando', 'o', 'que', 'isso', 'tem', 'a', 'ver', 'com', 'a', 'hashtag', 'primeiroassédio', 'mas', 'eu', 'já', 'chego', 'nessa', 'parte']",-1
5177,"['carlosrauan', 'paoleet', 'liga', 'não', 'mano', 'claro', 'que', 'ela', 'tem', 'carimbo', 'no', 'passaporte', 'rs', 'ela', 'veio', 'p', 'brasil', 'refugiada', 'da', 'angola', 'kkk']",-1
5178,"['rt', 'andreeysilva99', 'carlosrauan', 'paoleet', 'liga', 'não', 'mano', 'claro', 'que', 'ela', 'tem', 'carimbo', 'no', 'passaporte', 'rs', 'ela', 'veio', 'p', 'brasil', 'refugiada', 'da', 'an']",-1
5179,"['gente', 'o', 'trump', 'é', 'sensacional', 'mas', 'essa', 'mulheressa', 'mulher', 'é', 'um', 'mito', 'josuecurty3000', 'rachelsherazade', 'httpstco7zqkxygxpl']",-1
5180,"['feiticeiradrink', 'já', 'percebeu', 'que', 'só', 'militante', 'feia', 'e', 'gorda', 'fala', 'mal', 'de', 'homem']",-1
5181,"['rihwherehaveyou', 'rachelsherazade', 'o', 'obama', 'também', 'fez', 'isso', 'com', 'os', 'refugiados', 'e', 'não', 'vi', 'ninguém', 'reclamando', 'a', 'modinha', 'agora', 'é', 'criticar', 'trump']",-1
5182,"['rt', 'brothersdireita', 'gente', 'o', 'trump', 'é', 'sensacional', 'mas', 'essa', 'mulheressa', 'mulher', 'é', 'um', 'mito', 'josuecurty3000', 'rachelsherazade', 'otm']",-1
5183,"['rt', 'glaciefranca', 'otmar03', 'a', 'corresp', 'de', 'ny', 'do', 'sbt', 'não', 'disse', 'o', 'nome', 'de', 'obama', 'quando', 'falou', 'da', 'espionagem', 'da', 'cia', 'se', 'fosse', 'no', 'gov', 'de', 'trum']",-1
5184,"['que', 'burra', 'essa', 'mulher', 'que', 'perdeu', 'o', 'mamão', 'ele', 'é', 'mto', 'maduro', 'cara']",3.3
5185,"['rt', 'glaciefranca', 'otmar03', 'o', 'sbt', 'virou', 'o', 'quê', 'a', 'jornalista', 'analice', 'nicolau', 'disse', 'que', 'bolsonaro', 'falou', 'você', 'não', 'merece', 'ser', 'estuprada', 'porq']",-1
5186,"['não', 'comece', 'o', 'seu', 'dia', 'com', 'os', 'mesmos', 'problemas', 'dos', 'dias', 'anteriores', 'hoje', 'é', 'o', 'primeiro', 'dia', 'dos', 'restantes', 'dias', 'da', 'sua', 'v', 'httpstco0xpvp6gnw3']",-1
5187,"['como', 'ser', 'feminista', 'ser', 'feia', 'e', 'gorda', 'pagar', 'peitinho', 'em', 'passeata', 'ser', 'peluda', 'odiar', 'homens', 'e', 'achar', 'q', 'isso', 'fará', 'diferença', 'no', 'mundo']",8.2-3.3.6
5188,"['esse', 'bom', 'tempo', 'está', 'assim', 'agora', 'pra', 'me', 'receber', 'de', 'volta', 'vocês', 'não', 'percebem', 'é', 'para', 'eu', 'não', 'sentir', 'o', 'choque', 'de', 'angola', 'pra', 'portugal', 'pá']",-1
5189,"['é', 'desmascarado', 'e', 'vem', 'com', 'ironia', 'hahahaha', 'httpstcoobqartkmyl']",-1
5190,"['maometanos', 'a', 'colonizar', 'q', 'espanha', 'querem', 'casar', 'com', 'espanholas', 'como', 'forma', 'de', 'propagar', 'o', 'islão', 'httpstcong0zkbyeys']",5.1
5191,"['eu', 'apenas', 'desmascarei', 'os', 'teus', 'argumentos', 'cara', 'httpstcorsw9ftj79z']",-1
5192,"['ha', 'ha', 'aí', 'ela', 'consegue', 'argumentar', 'falou', 'em', 'desmontar', 'mesmo', 'sendo', 'em', 'figura', 'de', 'linguagem', 'ela', 'já', 'apela', 'pro', 'ain', 'httpstco6mpyopkj22']",-1
5193,"['eu', 'mandei', 'argumentos', 'baseados', 'em', 'fatos', 'lógica', 'e', 'verdades', 'ela', 'reponde', 'com', 'isso', 'hahahaha', 'putz', 'httpstcoprfqbrxi1r']",-1
5194,"['eu', 'apresento', 'fatos', 'lógica', 'e', 'verdade', 'ela', 'olha', 'os', 'argumentos', 'você', 'ta', 'passando', 'vergonha', 'e', 'não', 'consegue', 'refutar', 'httpstcoudwhgbuhid']",-1
5195,"['esse', 'é', 'o', 'seu', 'argumento', 'hahaha', 'você', 'vive', 'uma', 'mentira', 'e', 'tem', 'medo', 'de', 'ser', 'desmascarada', 'httpstco1uggxmalof']",-1
5196,"['político', 'corrupto', 'pare', 'de', 'falar', 'merda', 'tá', 'vendo', 'lula', 'dilma', 'fhc', 'ou', 'aécio', 'no', 'meu', 'perfil', 'httpstcoxrtl2ibxaq']",-1
5197,"['o', 'que', 'adianta', 'vc', 'dizer', 'que', 'sente', 'pena', 'e', 'não', 'consegue', 'refutar', 'uma', 'só', 'linha', 'do', 'que', 'falo', 'isso', 'é', 'uma', 'tática', 'para', 'o', 'httpstcoszt99sypkl']",-1
5198,"['quem', 'defende', 'político', 'corrupto', 'é', 'o', 'feminismo', 'por', 'ordem', 'da', 'esquerda', 'httpstcoxrtl2ibxaq']",-1
5199,"['o', 'famoso', 'não', 'tenho', 'argumentos', 'httpstcovutytuerro']",-1
5200,"['acho', 'seus', 'argumentos', 'ridículos', 'não', 'mudarão', 'minha', 'opinião', 'mas', 'eu', 'não', 'consegui', 'refutar', 'nem', 'uma', 'linha', 'resumo', 'eu', 'httpstcoc3bwkt8lex']",-1
5201,"['deixe', 'de', 'ser', 'leviana', 'desde', 'quando', 'eu', 'falei', 'q', 'lutar', 'por', 'direitos', 'iguais', 'e', 'respeito', 'é', 'errado', 'errado', 'é', 'ser', 'capacho', 'd', 'httpstcooaotkgfvew']",-1
5202,"['pessoal', 'passem', 'pra', 'essa', 'guerreira', 'itsmabizao', 'que', 'não', 'consegue', 'terminar', 'um', 'debate', 'deu', 'block', 'no', 'opositor', 'não', 'httpstco3pocsgge8o']",-1
5203,"['rt', 'reybiannchi', 'as', 'vezes', 'semprersrs', 'os', 'anjos', 'não', 'são', 'bonzinhos', 'como', 'você', 'idealiza', 'aliás', 'eles', 'matam', 'curam', 'salvam', 'mas', 'sempre', 'obedec']",-1
5204,"['rt', 'aguedescartoon', 'temer', 'está', 'sendo', 'apedrejado', 'porque', 'elogiou', 'as', 'mulheres', 'de', 'um', 'jeito', 'que', 'a', 'esquerda', 'pirulito', 'não', 'aprova', 'exaltando', 'qualid']",-1
5205,"['rt', 'silviomkt', 'esse', 'vigarista', 'sujo', 'mantém', 'um', 'homem', 'íntegro', 'como', 'jairbolsonaro', 'como', 'réu', 'de', 'um', 'crime', 'que', 'não', 'cometeu', 'e', 'liberta', 'um', 'juiz', 'que']",-1
5206,"['jornaloglobo', 'vai', 'um', 'homem', 'falar', 'o', 'recíproco']",-1
5207,"['rt', 'profsandrag1', 'stf', 'desmoralizado', 'não', 'percebe', 'que', 'queremos', 'mudanças', 'e', 'não', 'queremos', 'candidatos', 'de', 'esquerda', 'e', 'fabianos', 'em', '2018', 'sosfaa', 'er']",-1
5208,"['rt', 'profsandrag1', 'a', 'estrategia', 'das', 'tesouras', 'lula', 'x', 'stf', 'x', 'bolsonaro', 'tá', 'explicado', 'por', 'que', 'nunca', 'julgaram', 'nenhum', 'processo', 'de', 'lula', 'ericamar']",-1
5209,"['rt', 'joaquinvoltou', 'ter', 'o', 'craque', 'neto', 'comentando', 'futebol', 'europeu', 'é', 'a', 'mesma', 'coisa', 'que', 'ter', 'o', 'goleiro', 'bruno', 'como', 'conselheiro', 'amoroso']",-1
5210,"['rt', 'ajulysantos', 'psdb', 'não', 'quer', 'perder', 'o', 'título', 'de', 'direita', 'brasileira', 'para', 'o', 'jair', 'bolsonaro', 'seria', 'muita', 'humilhação', 'httpstcow0wv2k5t']",-1
5211,"['rt', 'silviomkt', 'ninguém', 'cruza', 'com', 'esses', 'lixos', 'nas', 'ruas', 'nos', 'aeroportos', 'em', 'restaurantes', 'não', 'é', 'possível', 'eles', 'tem', 'que', 'receber', 'o', 'que', 'merecem']",-1
5212,"['rt', 'ajulysantos', 'pensando', 'no', 'textão', 'contra', 'o', 'machismo', 'para', 'postar', 'no', 'facebook', 'httpstcosrrgeso4q0']",-1
5213,"['rt', 'biakicis', 'ou', 'você', 'ama', 'ou', 'você', 'teme', 'jairbolsonaro', 'bolsonarosp', 'flaviobolsonaro', 'carlosbolsonaro', 'odecarvalho', 'tercalivre', 'joicehasse']",-1
5214,"['rt', 'ajulysantos', 'certeza', 'que', 'a', 'violência', 'contra', 'a', 'mulher', 'agora', 'acaba', 'que', 'lindo', 'ato', 'prender', 'homem', 'violento', 'nem', 'pensar', 'httpstco9ubt']",-1
5215,"['rt', 'rondyrrj', 'só', 'o', 'celso', 'daniel', 'sabe', 'o', 'que', 'é', 'tortura', 'httpstcok6ubwp3hmy']",-1
5216,"['jornaloglobo', 'hahahha', 'eita', 'os', 'corruptos', 'estão', 'mijando', 'com', 'medo', 'de', 'bolsonaro']",-1
5217,"['rt', 'carlosbolsonaro', 'homem', 'é', 'esfaqueado', 'e', 'morto', 'em', 'saída', 'de', 'bloco', 'em', 'ipanema', 'que', 'banamse', 'as', 'facas', 'beatifique', 'o', 'criminoso', 'e', 'chame', 'bolsona']",-1
5218,"['rt', 'carlosbolsonaro', 'nada', 'mais', 'que', 'mais', 'um', 'político', 'padrão', 'que', 'desdenha', 'qualquer', 'recado', 'da', 'população', 'a', 'política', 'insossa', 'da', 'oposição', 'amada']",-1
5219,"['rt', 'gabrielplnheiro', 'o', 'stf', 'só', 'ajuda', 'bandidos', 'httpstcoxk1ti0oauc']",-1
5220,"['g1', 'hahahah', 'só', '3', 'maconheiras', 'vaiam', 'o', 'mito', 'vira', 'notícia', 'e', 'isso', 'aqui', 'g1httpstcobjobtnqgfq']",-1
5221,"['g1', 'kkkk', 'umas', '3', 'maconheiras', 'vaiam', 'o', 'mito', 'vira', 'notícia', 'e', 'isso', 'aqui', 'g1', 'httpstco47szwnlpny']",-1
5222,"['tem', 'mulher', 'que', 'termina', 'o', 'namoro', 'fica', 'gorda', 'fica', 'feia', 'palida', 'tem', 'umas', 'que', 'e', 'diferente', 'fica', 'gostosaaa', 'linda', 'maravilhosa']",8.2-3.3.6
5223,"['g1', '3', 'maconheiras', 'vaiam', 'o', 'mito', 'vira', 'notícia', 'e', 'isso', 'aqui', 'g1', 'httpstco5qeoebjmat']",-1
5224,"['gabrielplnheiro', 'ibrags', 'quem', 'tem', 'mitomania', 'sou', 'eu', 'que', 'sou', 'fã', 'do', 'bolsonaro', 'hahahahahahah', 'zuera']",-1
5225,"['jornaloglobo', 'fala', 'que', 'era', 'da', 'era', 'obama', 'jornalismo', 'canalha']",-1
5226,"['rt', 'justiceirosujo', 'eu', 'acho', 'que', 'se', 'o', 'movimento', 'negro', 'realmente', 'tiver', 'humildade', 'e', 'seriedade', 'com', 'o', 'próprio', 'movimento', 'o', 'mínimo', 'que', 'devem', 'faz']",-1
