text,class
Aqui no Brasil tem tantos refugiados da guerra na Síria e não temos qualquer registro de ataque.,-1
Ja pensaram que talvez a angola nao seja nossa? que somos muito possessivos e ela so quer espaço?,-1
CULPA DO CAPITALISMO OPRESSOR E DO TRUMP by esquerdista https://t.co/fvJ2dKChRX,-1
Boitempo dá até 70% de desconto em todos os livros escritos por mulheres https://t.co/YFEkxfwd42 via @editoraboitempo,-1
@editoraboitempo problema com o site? Não estou conseguindo acessar =/,-1
RT @glockbro: Ja pensaram que talvez a angola nao seja nossa? que somos muito possessivos e ela so quer espaço?,-1
As fufas do benfas ganhavam sp kkk https://t.co/N0AyyOhO9D,4.2.1
RT @seqrsfalarchupa: sdds dos jogos d futebol no verão fufas Sporting vs fufas benfica lmao,3.3-11.1@4.2.1
"O melhor de Angola, é o Angolano e não há dúvidas!!",-1
"RT @joabee_: Isso é mt mais relevante do q dar desconto PARA mulheres. Ao invés disso, eles promovem o trabalho intelectual delas. Parabéns _",-1
"""A mulher tem que ser o que ela quiser""
MAS NAO USA DECOTE SUA VADIA NAO PODE, TEMOS QUE ANDAR TODAS DE BURCA",3.3
"Que esse padre pagou PRESTAÇÕES DE UM CARRO a um menor que ameaçou revelar detalhes de abuso sexual sofrido, vocês _ https://t.co/Q31VqoCLL5",-1
RT @GrevedeMulheres: Mais de 50 cidades brasileiras já aderiram à Greve Internacional de Mulheres #8M #euparo https://t.co/dykdKkCJN3,-1
"RT @_catolicando_: E tbm pelos refugiados, por qm não tem casa, pelos q passam fome, por qm foi abandonados pelos pais ou familiares e enfi _",-1
"RT @FlavioBolsonaro: Ele já foi respondeu por pedofilia e agora será processado por calúnia, contida dentro da igreja! https://t.co/E1ALBef _",-1
"Bem vindos de volta ao ""PREC"", na Nova. A arruaça esquerdalha e o marxismo cultural mandam e todos se encolhem? Vergonhoso!
@fcshunl",-1
"É ridiculo acharem gays e fufas diferentes de todo o resto, são pessoas normais mas com gostos diferentes! Deixem-se disso!",-1
Filme de ex ativista gay que se tornou pastor causa polêmica -... https://t.co/ZO3DmrUtpq,-1
Essa notícia merece ser compartilhada. https://t.co/STNC7PPv74,-1
Ex Gays existem. https://t.co/kUkFDz294y,4.2.2
Ex-ativista LGBT se torna pastor e inspira filme: “Estou aqui para honrar a Deus”... https://t.co/B8c0ZW5qAd,-1
"Japão tem uma política de imigração bastante restrita. Por lá, não entram ""refugiados"". Pela porta da frente não pa _ https://t.co/sfYI3QAAgm",-1
"RT @Vana_Pauloo: @csar_emerson @Curate_Angola 2. se prestar atenção, isso não é pornografia. o contexto em que esse beijo foi posto dificil _",-1
"""Malditos chineses nos ensinando malditas lições que não queremos aprender!"" https://t.co/7adaCrTzES",1-2.1.1
"Jair Messias Bolsonaro desmascara padre pedófilo que o atacou
https://t.co/iySaKv4j5R",-1
@Luiz_EduardoRS @ronaldocaiado @Desesquerdizada @jairbolsonaro  @SimoneTebetms Vídeo idiota e mentiroso enviado por um psol-ista. Lixo!,-1
"Há que mostrar a certa gentalha que: ""#PREC nunca mais""! Não podem impor o pensamento único nem o marxismo-cultural _ https://t.co/qw1n8LIf1z",-1
"CALMA CACHORRO, ELA AINDA NÃO VIROU RAÇÃO
#PAZ https://t.co/ma4r3DOJpi",3.3
"Uhuuuuu.  Assim não resisto, vou se obrigado a ir aí.  Me acabar todo.  tira aquela burca. de novo. Uhahaha _ https://t.co/Bg1Tkh0vzW",-1
"O PSOL foi seguir a ideologia comunista coreana onde se come cachorro, mas levaram muito ao pé da letra... https://t.co/AQAzISQzmz",-1
RT @luciaguimaraes: TV russa tentou subornar jovens em subúrbio de Estocolmo para provocar distúrbio e mostrar como refugiados não se adapt _,-1
"RT @JOAQUINVOLTOU: CALMA CACHORRO, ELA AINDA NÃO VIROU RAÇÃO
#PAZ https://t.co/ma4r3DOJpi",-1
"RT @maathbz: Saibam separar as coisas! Amanhã é o dia das mulheres!
O dia de quem se veste como mulher é 1º de Abril kkkkk",3.3.1
"Amanhã em Angola é feriado, porque é que aqui também não é?",-1
"EU NÃO QUERO TER FILHOS, EU NÃO PENSO EM TER FILHOS, E NÃO TEM NENHUM PROBLEMA NISSO!!!",-1
@Curate_Angola mas um simples boneco não vai interferir na educação de uma criança. Sem esquecer q existem crianças q são criadas por gays.,-1
"Você é cheinha, NÃO é gostosa. Ponto. https://t.co/Dd1TcPSfye",3.3-8.3.1
"Meigo! 
Nada como um bom e forte capitalismo de estado. https://t.co/EDfrSIPiZy",-1
OBSERVAÇÃO IMPORTANTE SOBRE O #DIAINTERNACIONALDAMULHER https://t.co/0vGVU7iho2,-1
"Não posso ser repórter em Angola, não aguento essas broas! Ia rir na cara das pessoas. https://t.co/JrmnrjLuIz",-1
"Se fosse um homem, o Fisco, seria o + desejado pelas mulheres. É rico, escreve com regularidade e nunca se esquece das datas importantes!...",3.3
"@AnaPaulaVolei Sorria, nossa querida musa da direita ! https://t.co/EvFZdiQFkv",-1
@Marc3lors Marcelo..assim foi o que a europa pensou..e está no CAOS pq deles. Sabe porque DUBAI não recebe eles ?pq da religião extrema,-1
A publicidade ainda respira https://t.co/4f3FnPXWHe,-1
@Estadao @jairbolsonaro @Emais_Estadao Quem critica alguem que faz leis que PUNEM com mais rigor os estupradores e pedofilos ?? ,-1
@Estadao Seu comunismo na Venezuela é lindo ne ? Pra vc nao falta nada e pro povo ? https://t.co/0OhyJOw888,-1
"Estava a passar um casal de fufas por nós e a luana só grita ""HA BUE FUFONAS EM ALMADA""",4.2.1
RT @_LAERTO: Até o quebrando o Tabu já ta pedindo desculpas mas tem nego confirmando a história que foi Homicídio https://t.co/wQjTKJWm6S,-1
@JOAQUINVOLTOU verdade..dia das mulheres !!! https://t.co/hGCHdttOgL,-1
Angola ainda não ratificou o acordo ortográfico de Língua Portuguesa Escrevam bem yh,-1
@Estadao @esportefera a unica desvantagem é se levar uma bolada nas partes baixas ... kkkkkk,-1
Alguém sabe se o Habibs já abriu falência com o boicote por causa do menino que morreu de tanto usar droga?,-1
"RT @Deia_Gut: @g1 Mas soltar o assassino Bruno tá de boas, né STF.",-1
@anasofiaguerra5  não tinha visto a votação. Já vou votar. Espera que a contagem dos votos não seja como em Angola ,-1
É pra isso que eu pago imposto! https://t.co/aapkuUZyGQ,-1
"""os funcionários mataram o menino no Habib's pq ele era negro e pobre""
Hahahahhaha como se os funcionários do Habib's fossem ricos",1.3
" Não Tanto Quanto Você Militante @FafaGramacho1 Defensora De Ditaduras Em Angola, Cuba e Venezuela e Defensora Da _ https://t.co/oaPM8Qw14h",-1
13 anos de PT levou o Brasil a pior crise economica da história do nosso país ...e os doentes esquerdistas vão dize _ https://t.co/9VRRKXbPDW,-1
@Liechoscki ah? Só não tenho vontade de ter...,-1
"Você me pergunta, porque defendo Março Marco Antonio Feliciano Eu vejo através das lentes de Cristo. Ele pode ter... https://t.co/LpdlxT1XyT",-1
"Doei $100 pra ajudar os refugiados da Síria
Normalmente não falo sobre isso, mas a brincadeirinha good vibes do Google de hoje fez perceber+",-1
@Bccmfaria98 eu quero ler um dele sobre o Islão pq parecia mt interessante. N faço ideia qual seja o ultimo q lançou tho,-1
Como vai dar certo um pico desse? https://t.co/H8mKJx0vDj,-1
#DiaDaMulher e não dia das putas aborteiras....,3.3.3
Querem tirar a @MLP_officiel e o @jairbolsonaro  da disputa presidencial. O NOME DISSO É DESESPERO DA ESQUERDA,-1
O Sporting continua a ser grande na Europa do futebol https://t.co/g7tF6RQ8i0,-1
RT @maathbz: Incitação estranhamente no dia em que defendia a prisão de um menor estuprador e assassino enquanto o PT defendia o estuprador _,-1
"RT @ale_barbieri: Japão tem uma política de imigração bastante restrita. Por lá, não entram ""refugiados"". Pela porta da frente não passa po _",-1
@FussballSehr  O problema que não temos estrutura pra acolher todos os refugiados e ilegais que aqui aportam estamos próximos a mendigar,-1
O @STF_oficial é o macarrão do Goleiro Bruno e a @mariadorosario do Champinha https://t.co/rT2Prv4PUT,-1
não tás mesmo a ver a cena... eu tou mais minado que os campos de angola no ultramar https://t.co/lQY3rlDLyX,-1
Por ex obras em angola vieram ou nao do BNDES? Quero entender @JoseMedeirosMT @Dep_Imbassahy @MoreiraFranco _ https://t.co/9q1CjTsZyA,-1
Todos os estados excepto dois (e) não cumprem as suas obrigações em relação a acolhimento de refugiados vindos _ https://t.co/S8qyDi74Z5,-1
RT @LissaniaMenezes: Angola ainda não ratificou o acordo ortográfico de Língua Portuguesa Escrevam bem yh,-1
RT @FHenriques: Todos os estados excepto dois (e) não cumprem as suas obrigações em relação a acolhimento de refugiados vindos de e _,-1
LOL Não têm vergonha. E seis milhões de bilhetes IDA de avião para os refugiados que já cá estão? https://t.co/JHAdv7DClo,7.2
@estadohiramico feminismo é massa de manobra da esquerda...e nao tem como elas negarem isso..tb nunca vi contra o F _ https://t.co/pq9kfmUEj6,-1
RT @samara_mercia: @Curate_Angola mas um simples boneco não vai interferir na educação de uma criança. Sem esquecer q existem crianças q sã _,-1
"Uma vez qdo era criança  eu tava no drive do Mc e um garoto pediu um lanche
Meu pai disse: Não não, se não depois vc não almoça!",-1
"@eudadisie meu, use menos droga que vc vai sentir menos fome hahahaahahaha",-1
@reasalvagni se fosse vc tinha comido a criança (o romano tbm),-1
Politicamente correto é a pqp https://t.co/eCeZr2gkYo,-1
"Outra vez um menino pediu um lanche para uma amiga minha e ela o ignorou
o noinha gritou: vai tia, vc ja ta muito gorda!
hahahahahahahahaha",3.3
"@reasalvagni @lag0_ hahahahahhahaa o menino pede dinheiro pro iago falando que não tem pai, os dois se abraçam e chora",-1
@AgenteRusso o cara que escolhe foto é muito fanfarrão,-1
RT @castellarinando: IGREJA Católica Está Em Plena Decadência Padre Júlio Lancellotti Acusado De Pedofilia Se Mete Em POLÍTICA e Ataca BOLS _,-1
"Desde que eu fiz 30 anos, me chamou de tio não ganha esmola",-1
RT @editorahumanas: Como vai dar certo um pico desse? https://t.co/H8mKJx0vDj,-1
@Sumido_ ja vi um noia indo no balcão pedir pra trocar pq ele não gostava de cheddar hahahahahahahaha,-1
@otmar03 vou mandar pra tu corrigir os post antes..kkkkk verdade de novo..kkkk,-1
"Eu fico indignada quando vejo um brasileiro desmerecendo refugiados ou imigrantes, acho q eles nao conhecem a história do BR ne mores",7.1@7.2
RT @SoDeBoaBrazil: Segundo esquerdopatas de plantão a pior recessão da história com PIB negativo nos últimos 2 anos é culpa de 8 meses do g _,6.2
"Estivemos ontem à convite para a pré-estréia do documentário #euvocêtodasnós, uma co-produção Coopas & Canal... https://t.co/hlxnByQqdK",-1
@leandrolechuga @otmar03 Vc é medico ? e politico ?,-1
Vai dai seus chato https://t.co/wBZfb04LSw,-1
"RT @flaviomorgen: As pessoas sabem o que significa o PIB de 2016? Que em 2 anos, o país está 7,36% mais pobre? Se soubessem, petista não sa _",-1
"RT @flaviomorgen: Se você falar ""Os EUA espionam"", todo mundo denuncia. Se falar ""O Obama espiona"", aí não, veja bem, veja só, não é assim, _",-1
"RT @AltRightBR: A Folha de S. Paulo omitiu as 20 milhões de mortes feitas na Revolução Russa em reportagem, por que não estou surpreso? htt _",-1
"RT @ComendaSerra: Pena Capital (pena de morte) para políticos corruptos já!
Meu sistema é bruto! https://t.co/lfelPg5c12",-1
RT @GABRIELPlNHEIRO: @Estadao Esse padre já foi acusado de pedofilia e pagou a família da vítima,-1
"@leandrolechuga @BrothersDireita @otmar03 
Marco Rubio, Ben Carson... políticos bem preparados.
Dá até tristeza quando compara com Brasil",-1
"RT @adrianohidalgo: @RicardoFerraco acaba de apresentar no Senado projeto de lei p/ obrigar presos a indenizar vítimas
https://t.co/BZkKqwF _",-1
infelizmente o país da inversão de valores..pq de gente de esquerda que quer lacrar ..!! https://t.co/TVrxfPSpdo,-1
Dia 26 vamos botar pressão https://t.co/6lp1zg8Zoo,-1
RT @GABRIELPlNHEIRO: Comentarista da Globo News tem orgulho de posar ao lado de homem que fez parte de uma organização terrorista q matou m _,-1
"Em meio a escândalos de corrupção e nepotismo, o presidente de Angola anunciou que não tentará reeleição em 2017.... https://t.co/MnLXSQS3vg",-1
Tenho certeza que meu amigo @RandPaul nos trará o novo e maravilhoso plano de saúde pública porque ele sabe que Oba _ https://t.co/rlsBtldcuG,-1
"Treze refugiados foram deportados dos Estados Unidos, mas não houve histeria (eram cubanos) https://t.co/aAuGspXgNB",-1
@carolinaamatos @Fmsamendes @ReallySaraa volta para a tua terra ,-1
Es gorda e feia —_ Obrigada  https://t.co/biNf3mq69u,3.3-8.2.1@3.3-8.3.1
"Eu odeio dia d tpm pq eu me sinto feia e gorda e que as pessoas não me amam e n tão nem ai p mim, o pior é saber q esses são os dias reais",3.3-8.2.1@3.3-8.3.1
pq é q ha fufas em Almeirim e eu nunca soube,4.2.1
"@lara_gomesss maravilhosa, corpao, fico mal quando vejo você se chamando de gorda/feia na tl pq nossa, queria ser gorda/feia q nem vc",3.3-8.2.1@3.3-8.3.1
@zecarlosantos2 é o unico que nao se corrompe..nao se vende.. e quando chega no aroporto é aplaudido e não vaiado,-1
"#Angola «ANGOLA. ""Se é possível produzir um cartão eleitoral fiável porque não conceder também bilhete de... https://t.co/5whBqMhUph",-1
"pode ser gorda, pode ser feia",-1
só nao pode ser gorda e feia,3.3-8.2.1@3.3-8.3.1
"lei...LEI..para assassinato de fetos.... bolsonaro diz ""vc nao merece ser estuprada"" pq da mulher irritando ele - i _ https://t.co/9UNLKInMK2",-1
Ainda bem que o STF soltou o goleiro BRUNO.. agora sabemos a FALTA de moral que tem.... caso do Bolsonaro é mais uma piada do STF #vergonha,-1
"Que gorda feia,falsa,comemorando que a Emilly ta no paredão,ridícula",3.3-8.2.1@3.3-8.3.1
"RT @pri0ri: ( ) excesso de carne na xota
( ) feia
( ) sem peitao ou sem bundao
( ) cancer de mama
( ) nódulo na tireoide
( ) gorda
( ) femi _",3.3-8.2.1@3.3-8.3.1
defensora das mães...  com a própria filha deixada nun estado lastimavel. Ela quer tentar limpar a imagem dela https://t.co/yN67cqtzUn,-1
"""ah mas artista tal eh gorda, ela eh feia. tem tanto dinheiro e n melhora"" TE FODE GAROTA NÃO EH PQ ELA EH FAMOSA Q ELA TEM Q SER PERFEITA",3.3-8.2.1@3.3-8.3.1
"Existem mulheres ladras, canalhas, safadas, dissimuladas.... sinto muito se voce não sabia disso !! Feliz dia das m _ https://t.co/KwOFFQXWaj",-1
RT @melborba95: isto realmente eh uma grande rede de fufas,4.2.1
principalmente minhas irmãs adoram falar o quanto eu sou feia e gorda e elas lindas e perfeitas,3.3-8.2.1@3.3-8.3.1
Gostaria de dizer que enquanto eu estiver me sentindo gorda e feia eu n quero ver a cara de ninguem,3.3-8.3.1
"RT @MoniqueCheker: Projeto do sen. @acirgurgacz quer limitar atuação do MP no inquérito civil. Trata-se do PLs nº 198/2013, que limita praz _",-1
RT @blogkatia: 30% da arrecadação para a Previdência Social é desvinculada (desviada) da Seguridade Social.,-1
@GABRIELPlNHEIRO gostei da gambiarra kkkkkkkkkkkkkkkk,-1
RT @blogkatia: Não justo! Não podemos arcar com tamanho sacrifício. Que cortem ou reduzam o assistencialismo! https://t.co/Rzi4xm00mL,-1
"RT @ronaldocaiado: Como vamos estipular idade mínima de 65 anos para aposentadoria, se o cidadão arca com toda política de incentivos, bols _",-1
"@alexandrekirwan Melhor forma de ajudar os refugiados é levar a cultura ocidental pra lá, não o contrário! Só estão espalhando o problema.",7.2
"a politica brasileira é como um mercado de peixe..o peixe fede, mas as pessoas estão acostumadas com isso..e acham normal.",-1
RT @BrasilLibre: Por ex obras em angola vieram ou nao do BNDES? Quero entender @JoseMedeirosMT @Dep_Imbassahy @MoreiraFranco @BlogDoPim htt _,-1
Lembra qnd ce era gorda e feia? —_ sou até hoje  https://t.co/wYROClsi6q,3.3-8.2.1@3.3-8.3.1
RT @blogkatia: Desvinculação de Receitas da União (DRU) permite ao governo federal usar livremente 30% de todos os tributos federais vincul _,-1
RT @blogkatia: Por que tanto empenho pela famigerada reforma da Previdência? Por causa da DRU de 30%,-1
@Francischini_ feliz dia pra ela tambem https://t.co/9DUdm6ugcL,-1
To me achando tão feia e gorda que fico feliz que o crush não me chamou pra sair essa semana.,3.3-8.2.1@3.3-8.3.1
"RT @juandddrade: 7 eu to CAGANDO pras pessoas que me chamam de gorda, magra, alta, baixa, feia, etc, são só opiniões e a minha é a que vale",3.3
e olha pra cara gorda e feia de Isabelle .. sem contar da voz irritante dela https://t.co/3PfOO1yeRf,3.3-8.2.1@3.3-8.3.1
@gaviaochis tão levando pra casa da maria do rosário ??? ,-1
"RT @BlogDoPim: Relembro meu texto sobre denúncia da ativista Ela, flagrada em ato petista, contra Bolsonaro por rebater xingamento. https:/ _",-1
"RT @israelcristo10: @BlogDoPim O STF QUER DE QUALQUER FORMA BARRAR O JAIR BOLSONARO DE SE CANDIDATAR A PRESIDENTE EM 2018!!!!!!!!!!
#STFNÃO _",-1
"RT @BlogDoPim: Depois que Justiça sequestrou cobertura de R$ 1,5 mi ocupada por Lula, aposto que lulistas cogitaram fazer vaquinha para pag _",-1
"RT @ZAMENZA: Roberta tem a mesma idade da Emilly. Mas sabem pq só uma é compreendida e dizem que vai melhorar?Pq a outra é ""feia"" e gorda.L _",3.3-8.2.1@3.3-8.3.1
@MBLivre país da inversão de valores https://t.co/VkWr0TyMDM,-1
RT @BlogDoPim: Gente comum com frequência deixa-se levar pela histeria de esquerda. É preciso descrever na íntegra o quão ridícula ela é. M _,-1
"Oi pessoal, aqui é a Marisa Lobo , preciso de sua ajuda para  assinar o meu canal no YouTube! Preciso de pelo... https://t.co/TXKbkjdbei",-1
"RT @MBLivre: .@DanielCoelho45 é um dos proponentes da reforma do MBL/FIPE para a previdência. Aposentadoria digna e justa para todos, sem p _",-1
RT @gabie_rochaa: e olha pra cara gorda e feia de Isabelle .. sem contar da voz irritante dela https://t.co/3PfOO1yeRf,3.3-8.2.1@3.3-8.3.1
"Contra todos os ataques à #Nação, à #Identidade e à #Família, só o Nacionalismo é solução.
Os ventos são de mudança! https://t.co/4p1TApSNaJ",-1
RT @JornalOGlobo: Senado pede reforço da Casa Branca após mais ameaças a centros judaicos. https://t.co/bwnPiGPqn0 https://t.co/ynzxXGJxxK,-1
"RT @SPD_33: Ex-candidato do PSOL é preso por estuprar cães e portar drogas. Estes são piores que o PT, são aberrações. (Vídeo)
https://t.c _",-1
"RT @MBLivre: Bruno está solto. Presidente do PCO, que quer matar conservadores, nem processo tem. Bolsonaro processado e réu. Estranho. htt _",-1
"@Direita_blog Pena que as feminazis de todo o mundo sejam covardes e não façam nenhum mega mijaço, cagaço, ou similar, nos países do islão.",3-6.1
"Pena que as feminazis de todo o mundo sejam muito covardes e não façam nenhum mega mijaço, cagaço, ou similar, nos _ https://t.co/a065o9WYlX",3-6.1
"RT @j_ketchup: Uma preguiça: mina childfree.
Mano, num quer ter filho, não tenha. Agora ficar postando como se criança fosse o mal da human _",-1
Movimento childfree era pra ser sobre uma pauta justa: direito reprodutivo. Virou um antro de pessoas mais mimadas q as crianças que odeiam.,-1
"Feliz dia das mulheres do bem, de direita e que com suas vozes e seus atos fazem do Brasil um país melhor ! https://t.co/P1QNj5QUmz",-1
que Gorda feia e falsa vai tomar no cu mane,3.3-8.2.1@3.3-8.3.1
RT @GABRIELPlNHEIRO: Foi assaltar e levou bala https://t.co/wgsMhOtxun,-1
RT @mafiasumers: Eu sei que quem apoia Bolsonaro do cara mais humilde ao mais esclarecido ver o único cara honesto ser condenado dá um ódio _,-1
Não vejo a hora da gorda feia da Roberta rala ,3.3-8.2.1@3.3-8.3.1
"RT @Desesquerdizada: O @OficialMrCatra deu uma @Desesquerdizada na lógica racista dos ""justiceiros socais"" durante @programapanico e calou _",-1
"RT @OficialMrCatra: O pênis é o melhor alimento feminino, pois contém carne, leite, ovos e enche a barriga por 9 meses HAHA",3.3
"RT @RumoCertoSim:  Não Tanto Quanto Você Militante @FafaGramacho1 Defensora De Ditaduras Em Angola, Cuba e Venezuela e Defensora Da Corrup _",-1
Tipo se vc tiver com uma roupa feia ele olha e fala: amiga sua piranha essa roupa ta te deixando mais gorda do q vc ja é,3.3-8.3.1
"A esquerda reclama das coisas inventadas pela própria esquerda:
Racismo, homofobia, machismo, nazismo, cultura de estupro e luta de classes.",1@3@4
Mal posso esperar pra ver a mulher do ES chegar na cozinha do #MasterChefBR com suas panelas de barro,-1
"A esquerda inventa o problema, incute na cabeça das pessoas que o problema existe, repete a mentira até que acredit _ https://t.co/v9m5h7Gc6z",-1
Nem uma menos no STF https://t.co/IzSZVKiqrA via @cartacapital,-1
a cara da gorda feia da Roberta #bbb17,3.3-8.2.1@3.3-8.3.1
A CARA DA FEIA DA VIVIAN E DA GORDA DA ROBERTA SÃO AS MELHORES COISAS ESSE MOMENTO EH MEU #BBB17,3.3-8.2.1@3.3-8.3.1
STF solta bruno ....e mantem o processo do bolsonaro. Sei nao eim...@otmar03 @estadohiramico @gaviaochis _ https://t.co/xFxYEGt1or,-1
"RT @jaaguara: Não é que ninguem te ama, ou você é gorda ou é feia, é simples!",3.3-8.2.1@3.3-8.3.1
"Boa noite abortistas!!!
Cuidado com o empoderamento hem! não vão morrer com a agulha de crochê!
Fica a dica!",-1
Magrela feia —_ Sou gorda amor https://t.co/tSU5XTen3m,3.3-8.2.1@3.3-8.1.1
"RT @jaaguara: Pode ser feia, pode ser gorda, só não pode ser feia e gorda.",3.3-8.2.1@3.3-8.3.1
"RT @agnaldoregojr: A esquerda inventa o problema, incute na cabeça das pessoas que o problema existe, repete a mentira até que acreditem qu _",-1
@UOLNoticias por isso que esse país ta na merda mesmo https://t.co/ptDAs3UMFO,-1
@estadohiramico stf vergonha mesmo https://t.co/QbLebf82Wc,-1
Vamos lutar até o fim. https://t.co/yR3ve0uE0W,-1
@taaaycarino @porrapaloma18 tá curtindo gente feia e gorda,3.3-8.2.1@3.3-8.3.1
"@BolsonaroSP @jairbolsonaro Ele não tem moral de falar de um homem íntegro, o Dep. Jair Messias Bolsonaro!",-1
"RT @BolsonaroSP: Padre petista e acusado de pedofilia, Júlio Lancelotti, ataca gratuitamente @jairbolsonaro . Ele tem moral p/ isso?
https _",-1
"@Nath_santos20 - coisa feia é tu leitoa, tá gorda igual uma porca .. ",3.3-8.2.1@3.3-8.3.1
Essa mulher é mais enrolada que eu na cozinha. #MasterChefBR,-1
"Parabéns a todas as mulheres, menos para as abortistas e aborteiras, porque essas não são gente!",3.3.3
@reinaldoazevedo @VEJA Ta feliz né reinaldo.??? ...Voce é a maior decepção desse país ...quase no mesmo nível do PT https://t.co/G4gcsrRLUH,-1
@otmar03 @Estadao pra eles o cara do BB que é jornalista https://t.co/v304uMZxVM,-1
"Já podem começar com o mimimi de vocês, suas muxibentas !!!!!",-1
A mulher é física nuclear cara... oq ela tá fazendo na cozinha? #masterchefBR,-1
Gente a mulher parece aquelas tia que fica na cozinha mas na verdade ela é um gênio da física #MasterChefBR,-1
Mano q mulher inteligente da porra eu tô me sentindo burra,3.3
"To me sentindo uma burra perto dessa mulher
#MasterChefBR",3.3
Se essa mulher for excepcional na cozinha eu vou me sentir um lixo... sei nem quebrar um ovo direito! #MasterChefBR,-1
"Eu posso até ser feia, ser gorda,e concordar com isso,posso ser chata a maioria do tempo, mas quando precisam de mim, eu smp tô lá",3.3
"A mulher eh mega inteligente, tem doutorado ate na casa do caraí e cozinha bem, porra #MasterChefBR",-1
O que essa mulher está falando ??? Eu tô esperando pela comida e ela falando sobre sla. Me senti burra #MasterChefBR,3.3
A mulher é engenheira nuclear e consegue ser boa na cozinha puta merdaaaaa #MasterchefBR,-1
RT @opsluanjo: Gente a mulher parece aquelas tia que fica na cozinha mas na verdade ela é um gênio da física #MasterChefBR,-1
RT @BolsonaroSP: Agora terei que buscar uma foto minha de criança jogando vídeo game para provar que papai não é vídeo gamefóbico. Pqp...,-1
bicho me senti muito burra só ouvindo essa mulher falar #MasterChefBR,-1
RT @AnneTogni: A mulher é engenheira nuclear e consegue ser boa na cozinha puta merdaaaaa #MasterchefBR,-1
RT @olhosvioleta_: Hoje é o dia dos seres mais perfeitos do planeta: as mulheres,3.3
"Eu vejo quem torce pra Emilly e o historico de torcida é igual. Não tem gente feia, gorda. Nada fora dos padrões",8.2@8.3
RT @olhosvioleta_: Ah mulheres! O que seria de nós sem vocês? A gente nada seria.,-1
gente a mulher maior cdf na cozinha ainda veio do texas formada #MasterChefBR,-1
"mano que mulher é essa que tá no master chef 
me sinto mt burra #MasterChefBR",3.3
"A mulher é muito nerd. Vai fazer experimentos esquisitos na cozinha, se passar  #MasterChefBR",-1
@rbrochrdt dia da mulher ne cuidado com a burra,3.3
"RT @samisoaress: mano que mulher é essa que tá no master chef 
me sinto mt burra #MasterChefBR",-1
"RT @BrenoSBezerra: A mulher eh mega inteligente, tem doutorado ate na casa do caraí e cozinha bem, porra #MasterChefBR",-1
RT @julyarosas: O que essa mulher está falando ??? Eu tô esperando pela comida e ela falando sobre sla. Me senti burra #MasterChefBR,-1
Já sou fã dessa mulher que cozinha na telha #MasterchefBR,-1
"RT @Leandroow3: feliz dia do ""esse do meio é o acelerador?""",3.3
EH DIA DA MULHER Q BURRA NEM LEMBREI,3.3
Feliz Dia das Mulheres Femininas!,-1
@thienques pra mulher ser digna pra elas têm q ser feia gorda fedida porca mal comida e sustentada pelos pais ou vendedora de shopping,3.3-8.2.1@3.3-8.3.1
A mulher já vai ter uma vantagem na cozinha só por conhecer as coisas da física #MasterChefBR,-1
Feliz Dia das mulheres pra nós!!!!,-1
"A mulher é um gênio, vei. Me sentindo tão burra aqui que ceis nem sabem",-1
ai socorro jesus deixa essa mulher no programa por favor só pra gente ouvir ela botar conceitos físicos na cozinha #MasterChefBR,-1
#MasterChefBR a mulher é inteligente pra caralho e ainda cozinha bem?? Não consigo competir com isso na vida !!,-1
RT @UNICEFAngola: Juntos lutámos contra a #pólio e Angola não regista novos casos desde 2011. Vamos também atingir a meta com outras doença _,-1
"A mulher é posdoctor nas fisica, pesquisadora e ainda arraza na cozinha uma mulher dessas bicho   #MasterChefBR",-1
"Feliz dia do ""Eu só acho engraçado que......""",-1
Kkkkkkkkkkkkkkkkkkkkkkkk que mulher burra pqp,3.3
"RT @maathbz: feliz dia do ""ñ importa se ñ falei o que to pensando ou querendo vc tem que adivinhar senao vou ficar com raiva e passar 1 ano _",3.3
"RT @Leandroow3: feliz dia do ""não tenho roupa pra sair""",3.3
RT @falloneil: bicho me senti muito burra só ouvindo essa mulher falar #MasterChefBR,-1
RT @CapitalismoOP: #SerMulherÉ ter cromossomos xx e não ter uma rola no meio das pernas,3.3.1
RT @estadohiramico: a prova maior de que o feminismo é lixo é a ausencia de textao delas pro islä que cobre as mulheres da cabeça aos pès e _,-1
RT @dexmagazine: Presidente da África do Sul pede confisco de terras de pessoas brancas | https://t.co/QruyRMyl8A https://t.co/DOAZeHnpA4,1.2
@CapitalismoOP nem liga... pra esse povo mimizento....,-1
"Que mulher burra do cacete 
Vsf alana",3.3
A mulher mais burra do brasil,3.3
VEM GENTE DA ANGOLA TROVAR O MEU BOY NÃO NÉ AMORES,-1
#SerMulherÉnão ser feminista https://t.co/Zvnt2cCLMT,3-6.1
Alguém consegue ver #ThisIsUs sem chorar litros?,-1
"filho nunca segurou e nunca vai segurar macho, ainda mais se for esses mlq da vida,mulher q engravida sabendo q o cara é safado,é burra sim",3.3
Mulher idiota é assim...errado é o bofe dela  Burra pra Caralho kkkkkkkkkkkkk https://t.co/rUo11Sgvo8,3.3
"RT @Vulgo_DiGatta: ,  feia se achando bela, gorda se achando gostosa. Meus olhos sangram !! ",3.3-8.2.1@3.3-8.3.1
RT @Leandroow3: só pode comemorar quem viu o pai voltar com o cigarro,-1
"@ueviba pode ser feia
magra
bonita ou gorda eu como toda osh",3.3
